UNDIRECTED	coref
cat=NOTEXIST,EXIST:exists
213858	paperref:123412	paperref:125311	|
205977	paperref:124809	paperref:120069	|
202053	paperref:123257	paperref:123258	|
202119	paperref:121989	paperref:123032	|	exists=NOTEXIST:P=1.0,0.0
201441	paperref:120577	paperref:123655	|
232104	paperref:123715	paperref:120945	|
213020	paperref:123656	paperref:124057	|	exists=NOTEXIST:P=1.0,0.0
216925	paperref:123654	paperref:120411	|
202290	paperref:121433	paperref:123680	|
205582	paperref:120418	paperref:122740	|	exists=NOTEXIST:P=1.0,0.0
225037	paperref:120463	paperref:123434	|	exists=NOTEXIST:P=1.0,0.0
208818	paperref:120265	paperref:120949	|	exists=NOTEXIST:P=1.0,0.0
214007	paperref:124352	paperref:120357	|	exists=NOTEXIST:P=1.0,0.0
227267	paperref:123584	paperref:120421	|	exists=NOTEXIST:P=1.0,0.0
237572	paperref:124411	paperref:121347	|	exists=NOTEXIST:P=1.0,0.0
221066	paperref:120116	paperref:119987	|
213380	paperref:123720	paperref:120466	|
220208	paperref:121724	paperref:120168	|	exists=NOTEXIST:P=1.0,0.0
201301	paperref:122198	paperref:125308	|	exists=NOTEXIST:P=1.0,0.0
217539	paperref:123706	paperref:120653	|	exists=NOTEXIST:P=1.0,0.0
223653	paperref:120563	paperref:121452	|	exists=NOTEXIST:P=1.0,0.0
228498	paperref:121679	paperref:122783	|	exists=NOTEXIST:P=1.0,0.0
236832	paperref:122366	paperref:121691	|	exists=NOTEXIST:P=1.0,0.0
220322	paperref:123681	paperref:122103	|
236627	paperref:124085	paperref:124701	|
231442	paperref:123660	paperref:123293	|	exists=NOTEXIST:P=1.0,0.0
228004	paperref:122004	paperref:122003	|	exists=EXIST:P=0.0,1.0
231209	paperref:123711	paperref:121343	|	exists=NOTEXIST:P=1.0,0.0
224149	paperref:123654	paperref:123688	|	exists=NOTEXIST:P=1.0,0.0
235669	paperref:120460	paperref:120457	|
219737	paperref:124536	paperref:124537	|	exists=EXIST:P=0.0,1.0
211868	paperref:123979	paperref:123652	|	exists=NOTEXIST:P=1.0,0.0
225046	paperref:120948	paperref:123434	|	exists=NOTEXIST:P=1.0,0.0
224956	paperref:123573	paperref:123959	|	exists=NOTEXIST:P=1.0,0.0
207563	paperref:120982	paperref:124928	|
206427	paperref:123052	paperref:124065	|
233385	paperref:121185	paperref:121184	|	exists=EXIST:P=0.0,1.0
221518	paperref:124693	paperref:121108	|	exists=NOTEXIST:P=1.0,0.0
212659	paperref:124055	paperref:123302	|	exists=NOTEXIST:P=1.0,0.0
207422	paperref:123361	paperref:125454	|	exists=NOTEXIST:P=1.0,0.0
220211	paperref:121724	paperref:120893	|
218884	paperref:122832	paperref:120629	|	exists=NOTEXIST:P=1.0,0.0
213504	paperref:120016	paperref:125440	|	exists=NOTEXIST:P=1.0,0.0
227411	paperref:120751	paperref:120947	|	exists=NOTEXIST:P=1.0,0.0
229455	paperref:123719	paperref:123714	|	exists=EXIST:P=0.0,1.0
218532	paperref:123585	paperref:120417	|
215419	paperref:123234	paperref:120241	|	exists=NOTEXIST:P=1.0,0.0
231826	paperref:123291	paperref:123288	|	exists=EXIST:P=0.0,1.0
227672	paperref:123720	paperref:123722	|	exists=EXIST:P=0.0,1.0
214164	paperref:121434	paperref:124693	|	exists=NOTEXIST:P=1.0,0.0
236873	paperref:122478	paperref:122474	|	exists=EXIST:P=0.0,1.0
