UNDIRECTED	coref
cat=NOTEXIST,EXIST:exists
213858	paperref:138467	paperref:136224	|
243984	paperref:135244	paperref:136617	|	exists=NOTEXIST:P=1.0,0.0
252442	paperref:137911	paperref:136417	|	exists=NOTEXIST:P=1.0,0.0
232104	paperref:136181	paperref:135220	|	exists=NOTEXIST:P=1.0,0.0
213020	paperref:135641	paperref:135346	|	exists=NOTEXIST:P=1.0,0.0
239596	paperref:135000	paperref:140213	|
216925	paperref:135643	paperref:138251	|	exists=NOTEXIST:P=1.0,0.0
241381	paperref:135718	paperref:139198	|	exists=NOTEXIST:P=1.0,0.0
249238	paperref:137596	paperref:135756	|	exists=NOTEXIST:P=1.0,0.0
259986	paperref:138422	paperref:136780	|	exists=NOTEXIST:P=1.0,0.0
265275	paperref:137392	paperref:139466	|	exists=NOTEXIST:P=1.0,0.0
256876	paperref:138498	paperref:138438	|	exists=NOTEXIST:P=1.0,0.0
227267	paperref:135201	paperref:138461	|	exists=NOTEXIST:P=1.0,0.0
237572	paperref:138442	paperref:134673	|
252268	paperref:135201	paperref:136133	|	exists=NOTEXIST:P=1.0,0.0
221066	paperref:137148	paperref:136132	|	exists=NOTEXIST:P=1.0,0.0
213380	paperref:138420	paperref:137838	|	exists=NOTEXIST:P=1.0,0.0
247025	paperref:135723	paperref:138417	|	exists=NOTEXIST:P=1.0,0.0
220208	paperref:137348	paperref:136493	|
242865	paperref:136076	paperref:138091	|	exists=NOTEXIST:P=1.0,0.0
217539	paperref:135728	paperref:138693	|	exists=NOTEXIST:P=1.0,0.0
245194	paperref:139293	paperref:139243	|
236832	paperref:139264	paperref:139747	|	exists=NOTEXIST:P=1.0,0.0
220322	paperref:135842	paperref:135189	|	exists=NOTEXIST:P=1.0,0.0
228004	paperref:138467	paperref:135761	|	exists=NOTEXIST:P=1.0,0.0
231442	paperref:138368	paperref:139480	|	exists=NOTEXIST:P=1.0,0.0
246383	paperref:139434	paperref:134604	|	exists=NOTEXIST:P=1.0,0.0
231209	paperref:135409	paperref:135412	|	exists=EXIST:P=0.0,1.0
252811	paperref:135843	paperref:135778	|
263196	paperref:136768	paperref:136769	|	exists=EXIST:P=0.0,1.0
244108	paperref:136617	paperref:136530	|	exists=NOTEXIST:P=1.0,0.0
219737	paperref:136469	paperref:137147	|	exists=NOTEXIST:P=1.0,0.0
267673	paperref:138441	paperref:140044	|	exists=NOTEXIST:P=1.0,0.0
257973	paperref:138074	paperref:139570	|	exists=NOTEXIST:P=1.0,0.0
242578	paperref:137919	paperref:136134	|	exists=NOTEXIST:P=1.0,0.0
253187	paperref:139387	paperref:138501	|	exists=NOTEXIST:P=1.0,0.0
212659	paperref:138141	paperref:140235	|	exists=NOTEXIST:P=1.0,0.0
240069	paperref:137219	paperref:135817	|	exists=NOTEXIST:P=1.0,0.0
218884	paperref:138430	paperref:137832	|
256482	paperref:138423	paperref:139179	|	exists=NOTEXIST:P=1.0,0.0
261193	paperref:138420	paperref:139687	|	exists=NOTEXIST:P=1.0,0.0
229455	paperref:134843	paperref:135418	|	exists=NOTEXIST:P=1.0,0.0
231826	paperref:140068	paperref:140066	|	exists=EXIST:P=0.0,1.0
256485	paperref:139179	paperref:139189	|	exists=EXIST:P=0.0,1.0
214164	paperref:136136	paperref:137837	|	exists=NOTEXIST:P=1.0,0.0
236873	paperref:137289	paperref:137248	|
212624	paperref:138619	paperref:138004	|	exists=NOTEXIST:P=1.0,0.0
267306	paperref:140062	paperref:140065	|	exists=EXIST:P=0.0,1.0
225936	paperref:140195	paperref:138424	|	exists=NOTEXIST:P=1.0,0.0
261922	paperref:138780	paperref:137428	|	exists=NOTEXIST:P=1.0,0.0
228077	paperref:135665	paperref:137782	|
242476	paperref:134814	paperref:136065	|	exists=NOTEXIST:P=1.0,0.0
230527	paperref:135719	paperref:139614	|	exists=NOTEXIST:P=1.0,0.0
249641	paperref:138488	paperref:137278	|
