UNDIRECTED	coref
cat=NOTEXIST,EXIST:exists
479678	paperref:380656	paperref:383362	|
466534	paperref:382935	paperref:381900	|
481250	paperref:383136	paperref:380655	|	exists=NOTEXIST:P=1.0,0.0
500076	paperref:383396	paperref:380769	|
484853	paperref:379950	paperref:382769	|	exists=NOTEXIST:P=1.0,0.0
470838	paperref:382065	paperref:381889	|	exists=NOTEXIST:P=1.0,0.0
463345	paperref:383688	paperref:383771	|	exists=NOTEXIST:P=1.0,0.0
501852	paperref:383031	paperref:384665	|	exists=NOTEXIST:P=1.0,0.0
499815	paperref:383886	paperref:383397	|	exists=NOTEXIST:P=1.0,0.0
475315	paperref:380062	paperref:383137	|	exists=NOTEXIST:P=1.0,0.0
477740	paperref:383959	paperref:379537	|
469665	paperref:381632	paperref:381900	|
491254	paperref:380045	paperref:384400	|	exists=NOTEXIST:P=1.0,0.0
462127	paperref:379976	paperref:384055	|	exists=NOTEXIST:P=1.0,0.0
501507	paperref:382759	paperref:381399	|	exists=NOTEXIST:P=1.0,0.0
495948	paperref:381849	paperref:381523	|
479363	paperref:380476	paperref:385124	|	exists=NOTEXIST:P=1.0,0.0
478690	paperref:383360	paperref:383015	|	exists=NOTEXIST:P=1.0,0.0
478539	paperref:384643	paperref:384938	|
458480	paperref:380439	paperref:380440	|
487261	paperref:380941	paperref:379938	|
465063	paperref:383519	paperref:384994	|	exists=NOTEXIST:P=1.0,0.0
461449	paperref:384062	paperref:379974	|	exists=NOTEXIST:P=1.0,0.0
468232	paperref:382938	paperref:383396	|	exists=NOTEXIST:P=1.0,0.0
467607	paperref:384345	paperref:384838	|	exists=NOTEXIST:P=1.0,0.0
477187	paperref:380415	paperref:381185	|	exists=NOTEXIST:P=1.0,0.0
469198	paperref:380174	paperref:380070	|
462482	paperref:382828	paperref:380793	|
500651	paperref:379911	paperref:379542	|
472432	paperref:380174	paperref:380064	|
473919	paperref:383365	paperref:380172	|	exists=NOTEXIST:P=1.0,0.0
504285	paperref:380016	paperref:382204	|	exists=NOTEXIST:P=1.0,0.0
466929	paperref:383394	paperref:382936	|	exists=NOTEXIST:P=1.0,0.0
486394	paperref:380707	paperref:383388	|	exists=NOTEXIST:P=1.0,0.0
498656	paperref:380816	paperref:384741	|	exists=NOTEXIST:P=1.0,0.0
464179	paperref:384910	paperref:385025	|
459414	paperref:384114	paperref:383371	|	exists=NOTEXIST:P=1.0,0.0
458924	paperref:380080	paperref:380305	|	exists=NOTEXIST:P=1.0,0.0
500392	paperref:381265	paperref:382638	|
498366	paperref:384061	paperref:384058	|	exists=EXIST:P=0.0,1.0
505624	paperref:380513	paperref:381058	|	exists=NOTEXIST:P=1.0,0.0
495360	paperref:381401	paperref:383068	|	exists=NOTEXIST:P=1.0,0.0
489624	paperref:381168	paperref:383960	|	exists=NOTEXIST:P=1.0,0.0
488547	paperref:381066	paperref:382849	|	exists=NOTEXIST:P=1.0,0.0
461267	paperref:381230	paperref:379793	|	exists=NOTEXIST:P=1.0,0.0
484809	paperref:380688	paperref:380275	|	exists=NOTEXIST:P=1.0,0.0
484640	paperref:383351	paperref:383010	|	exists=NOTEXIST:P=1.0,0.0
475949	paperref:379743	paperref:382388	|
494421	paperref:380772	paperref:381627	|	exists=NOTEXIST:P=1.0,0.0
468122	paperref:383353	paperref:384788	|	exists=NOTEXIST:P=1.0,0.0
460890	paperref:379975	paperref:383422	|	exists=NOTEXIST:P=1.0,0.0
497409	paperref:382765	paperref:383780	|	exists=NOTEXIST:P=1.0,0.0
478137	paperref:384466	paperref:384464	|	exists=EXIST:P=0.0,1.0
469807	paperref:380151	paperref:381900	|	exists=NOTEXIST:P=1.0,0.0
470725	paperref:383766	paperref:382204	|	exists=NOTEXIST:P=1.0,0.0
479385	paperref:385124	paperref:382763	|	exists=NOTEXIST:P=1.0,0.0
472649	paperref:383767	paperref:383012	|
461840	paperref:381459	paperref:382623	|	exists=NOTEXIST:P=1.0,0.0
490564	paperref:384055	paperref:383367	|	exists=NOTEXIST:P=1.0,0.0
471580	paperref:383763	paperref:380069	|	exists=NOTEXIST:P=1.0,0.0
464881	paperref:380724	paperref:381556	|	exists=NOTEXIST:P=1.0,0.0
472246	paperref:383136	paperref:380069	|	exists=NOTEXIST:P=1.0,0.0
485058	paperref:383397	paperref:381110	|	exists=NOTEXIST:P=1.0,0.0
468892	paperref:381339	paperref:382245	|	exists=NOTEXIST:P=1.0,0.0
472711	paperref:384057	paperref:383767	|	exists=NOTEXIST:P=1.0,0.0
473288	paperref:382940	paperref:383293	|
493453	paperref:381959	paperref:381962	|	exists=EXIST:P=0.0,1.0
479033	paperref:381517	paperref:383361	|	exists=NOTEXIST:P=1.0,0.0
475618	paperref:380272	paperref:382942	|	exists=NOTEXIST:P=1.0,0.0
497000	paperref:382763	paperref:383393	|	exists=NOTEXIST:P=1.0,0.0
491436	paperref:383364	paperref:382917	|	exists=NOTEXIST:P=1.0,0.0
482164	paperref:380685	paperref:381523	|
480194	paperref:379540	paperref:384468	|
464512	paperref:381787	paperref:383018	|	exists=NOTEXIST:P=1.0,0.0
499173	paperref:381485	paperref:381830	|
468100	paperref:383352	paperref:384788	|	exists=NOTEXIST:P=1.0,0.0
463104	paperref:382525	paperref:382821	|	exists=NOTEXIST:P=1.0,0.0
500821	paperref:380818	paperref:383390	|	exists=NOTEXIST:P=1.0,0.0
489328	paperref:381956	paperref:385031	|	exists=NOTEXIST:P=1.0,0.0
464847	paperref:379604	paperref:383685	|	exists=NOTEXIST:P=1.0,0.0
472194	paperref:380069	paperref:383427	|	exists=NOTEXIST:P=1.0,0.0
462193	paperref:381232	paperref:380756	|
463719	paperref:383427	paperref:379973	|	exists=NOTEXIST:P=1.0,0.0
477707	paperref:384978	paperref:384979	|	exists=EXIST:P=0.0,1.0
471241	paperref:383350	paperref:380278	|
494318	paperref:382072	paperref:380652	|	exists=NOTEXIST:P=1.0,0.0
488603	paperref:380690	paperref:380115	|	exists=NOTEXIST:P=1.0,0.0
471794	paperref:380068	paperref:382071	|
